"","x","y","Water","Spruce","Birches","Fir","Hemlock","NonTree","Maple","Basswood","Cedar","Oaks","Pine","Poplar","Ironwoods","Tamarack","Ashes","Elms","Beech","Rose.Trees","Willow","Celtis","Cherries","Alder","Walnuts","Hickory","Hardwood.undif","Juniper","X.......","Sycamore","Cornus"
"V4403",436000,1028000,0,0,2394.26881992097,298.304471769523,3959.47012961874,0,1710.12938919963,232.166012326672,451.438941505371,862.981452459088,3524.91279273684,143.888702001863,13.2542006704141,9733.57877876076,68.6051017721235,459.82398373597,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4404",444000,1028000,0,1090.38913966039,5257.18119841038,629.194434679384,9351.50637763232,0,1788.62809129231,307.220855899948,236.779258934079,0,1541.42471502692,1095.92915933062,66.0632779292736,4332.94211746687,1181.02738601005,1055.78105892903,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4405",452000,1028000,0,2349.7106037372,5157.5464896729,2161.16353982314,8544.23307785098,0,1329.35067594474,0,370.751607272933,0,950.784362667364,332.039972913061,0,940.053707369345,567.981556750921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4406",460000,1028000,0,1210.16711188668,3341.07655333171,398.674993296084,6577.67515733264,0,1515.89677219726,592.414773886014,2343.37334225971,0,57.9469877344896,0,0,1112.69007202561,362.047235582868,232.942510757692,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4407",468000,1028000,0,933.998987822124,5568.47603308128,971.491928884078,15276.6119670543,0,2287.27491522692,2287.01814626278,3540.15590284575,0,1664.03083467957,0,161.851444914431,1444.82623409967,0,506.257761407736,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4408",476000,1028000,0,473.612557690611,9123.89552531727,1011.40418156017,8426.5254929737,0,139.217977630421,0,1127.98370461332,0,4658.09950368627,0,29.6264793221146,1144.68075901192,126.29829424058,0,0,0,0,0,0,299.225336668029,0,0,0,0,0,0,0
"V4409",484000,1028000,0,846.895986586283,3326.99261495167,290.123354450252,24250.6239973536,0,1401.01699545602,0,820.301081493101,0,2497.88151494332,1405.8222061988,0,4954.03035835878,175.131024203035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4410",492000,1028000,0,3.60964090137706,384.660231030429,0,62.1152143196889,0,0,0,146.568304226733,0,5900.11091398577,0,0,705.117444967334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4411",5e+05,1028000,0,238.107251733502,2091.40699547889,81.2817000977431,535.750597569849,0,254.891881651174,0,0,0,10233.1580415571,395.620153179679,0,120.06423612959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4412",508000,1028000,0,1187.97762763468,1218.13538920896,599.218338160412,610.111169027938,0,1048.50430162449,0,6.06600649832319,1743.58390518711,11818.7469501103,4261.43605957796,0,1663.45219718954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4413",516000,1028000,0,219.299828247436,2577.34235211937,0,146.3953660399,0,58.6454065801903,27.8895511908576,151.6204171363,0,4336.05214370375,2582.19151202726,0,1848.42572705296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4414",524000,1028000,0,596.925188071382,4925.38037001005,161.517694332243,2124.05145057117,0,673.768813439184,0,1211.71518961282,58.9990035254348,7150.38326223564,2690.30153560824,0,2735.92365639111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4415",532000,1028000,0,892.892371608255,3094.1968094896,458.582879720665,0,0,26.0458275131206,0,0,0,11588.8775756975,2776.53408935025,0.455439684266766,601.30783799651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4416",540000,1028000,0,1398.60007748044,4553.20615287557,624.108263793375,2661.72087555623,0,3057.33728891593,0,9746.16291050261,4167.17131508106,2110.42733383195,2224.37311156555,47.5439858769696,5581.0520580639,0,213.100997531045,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4417",548000,1028000,0,1711.50996489779,7463.03729345176,1104.02400913097,1587.46596424923,0,2274.58271417497,1442.8672907163,1565.268568102,0,2619.81296452742,539.047888712175,0,4469.42981163829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4418",556000,1028000,0,86.3500259356954,6353.08386759033,859.601930780359,11630.3565199478,0,3998.85755639924,1348.46602412322,2313.88282733981,0,0,161.88932558426,539.310009936313,3052.53688522594,0,92.5775329596363,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4419",564000,1028000,0,1798.21835321354,13727.0336731321,810.885949788538,1679.19002150834,0,5051.8369390795,2789.14232861044,3293.0176130708,0,0,300.00867794646,0,520.474820828398,0,127.071290526319,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4420",572000,1028000,0,4446.84305626743,2089.68166992348,1849.24366381765,1501.88731167093,0,1340.40427512377,2620.80011238455,2621.8124574993,9.53608109661367,499.36856052678,1654.68041102613,0,2939.49792177789,180.14788085194,184.363543877157,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4421",580000,1028000,0,1214.24205653311,6123.01029445615,1899.27602391166,4247.19919044412,0,7415.64128163189,821.439536855742,2282.87145405371,117.023096417407,2244.14481090096,129.842312224291,47.9990176841848,1891.36576345572,0,768.847129655508,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4422",588000,1028000,0,1703.67545581201,1637.06145580873,823.138590310086,6962.42620816594,0,4517.88734386396,170.999718173385,6825.04240309927,0,10204.2023086354,0,0,4647.73211800994,0,1339.05165569865,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4423",596000,1028000,0,434.368618384818,4541.44203497847,49.4336850731317,4999.24658283169,0,5900.74411029934,87.2120080727189,1145.87864619292,46.1641014261991,5280.05018894629,0,21.5190555111626,841.82092435002,0,73.7137471631063,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4424",604000,1028000,0,331.288309719133,3119.6692314548,249.646444023206,6724.1331701253,0,8169.92040140595,1219.71973295706,179.433122883705,162.255689193886,11852.8230950729,1103.21296379971,65.9348151965478,321.801490422752,0,937.061398747327,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4425",612000,1028000,0,724.583563045133,2954.52892058978,26.9827288732265,2479.71669777281,0,1043.30468806477,262.629076180495,2319.46940667281,144.44959507072,15136.1055303339,203.778080762214,0,1940.79099739469,267.997871099137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4426",620000,1028000,0,1436.87697168671,8452.97426006435,685.895477294543,10569.7995969195,0,2850.75564416879,643.940581191128,2699.58186762115,761.814459030937,5695.64852746729,644.033737000785,0,3387.99949792625,2129.84516176134,149.909195570095,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4427",628000,1028000,0,274.063457757932,9082.29323646221,491.402693018546,8018.3924240738,0,2101.06694148797,865.235621248206,5562.11492697276,0,5639.75292139193,2250.64752886711,27.7483235579608,512.804967806309,584.447554640864,193.40137711491,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4428",636000,1028000,0,286.21909466347,5129.83023232495,1182.37032953509,16850.093280095,0,6265.99814285057,1974.33506892066,11822.7830956487,0,12875.709702204,521.364640537875,0,2767.49861304411,1669.85679899066,646.289748230983,809.878208762638,0,0,0,86.2131117724156,0,0,0,0,0,0,0,0
"V4429",644000,1028000,0,0,25734.2329863309,0,23626.761011443,0,2681.98349987489,643.226134869698,2973.80715622507,1367.02063605278,9191.18147027175,12334.852435056,0,1144.24270466317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4430",652000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4431",660000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4432",668000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4433",676000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4434",684000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4435",692000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4436",7e+05,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4437",708000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4438",716000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4439",724000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4440",732000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4441",740000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4442",748000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4443",756000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4444",764000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4445",772000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4446",780000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4447",788000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4448",796000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4449",804000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4450",812000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4451",820000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4452",828000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4453",836000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4454",844000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4455",852000,1028000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4456",68000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4457",76000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4458",84000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4459",92000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4460",1e+05,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4461",108000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4462",116000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4463",124000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4464",132000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4465",140000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4466",148000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4467",156000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4468",164000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4469",172000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4470",180000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4471",188000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4472",196000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4473",204000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4474",212000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4475",220000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4476",228000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4477",236000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4478",244000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4479",252000,1020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V4480",260000,1020000,0,0,267.613643534272,0,0,0,0,0,0,481.107235379043,0,2528.56619048683,203.726461848932,0,446.649437198532,308.938028414138,0,0,0,0,0,0,70.0067655368673,0,0,0,0,0,0
"V4481",268000,1020000,0,0,7.37243199659823,0,0,0,169.104992256803,265.040206647976,0,5433.26543594369,389.910511493298,4232.27795555314,15.3699741130135,0,131.323167856903,470.223906037796,0,0,279.084176814573,0,0,0,465.923769257042,80.4525645604943,0,0,0,0,0
"V4482",276000,1020000,0,0,664.155824851338,0,0,0,1697.8345489047,650.776972796395,0,13356.1320708431,0,1121.61582980893,28.4763230134899,20.0312851570797,606.607029655829,5396.23334969627,0,20.1477285513041,0,0,0,0,641.348933520906,0,0,0,0,0,0
"V4483",284000,1020000,0,0,2563.90581723697,0,0,0,751.287911556824,91.7464514138657,0,5253.81688834466,569.041781824093,52.0366718303957,61.2861682541961,349.760028788983,2344.08244743831,1641.6500864778,0,0,0,0,0,0,114.392617661036,0,0,0,0,0,0
"V4484",292000,1020000,0,0,526.28549284692,0,0,0,2491.18088372705,1086.37014173064,0,1419.21938693404,2271.22716149865,10.2309906867512,177.431432157712,454.359603972869,323.381507983571,1735.66727069233,0,0,0.655443803443909,0,27.4339978467628,0,135.436229958869,0,0,0,0,0,0
"V4485",3e+05,1020000,0,0,3827.56194147386,0,0,0,5324.56761627155,336.93195382439,0,2951.17439763594,305.222081957824,21.6954065455036,198.009030124596,868.185109435899,249.580739395262,5844.2704582725,0,0,0,0,0,0,0,267.119582884881,0,0,0,0,0
"V4486",308000,1020000,0,0,8667.40472040271,31.4627407883968,0,0,3992.20483646508,284.208361833258,0,2486.05414753404,55.0574664092453,0,211.968217072839,115.623184780812,785.546764300202,922.563676037194,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4487",316000,1020000,0,0,7314.44907409158,0,0,0,2924.28742105604,651.263652518812,0,734.903133545879,1442.39432785481,0,399.123935466103,130.617534277655,444.855498576065,1771.03902000928,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4488",324000,1020000,0,0,4092.9202100727,0,0,0,3576.32042129681,501.999737011246,0,423.109843628441,854.000427100761,22.6065468490923,0,350.267998830495,586.00025429554,778.533817270773,0,0,0,0,0,0,97.9213789601356,177.255448509839,0,0,0,0,0
"V4489",332000,1020000,0,0,1096.71137976865,0,0,0,1988.92065125516,279.735367955322,0,2155.50379033155,8798.3955366897,437.029423167323,7.27273670223338,305.548670863638,813.760587978305,1658.69839196577,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4490",340000,1020000,0,0,733.445942168529,0,0,0,1283.6029920433,43.3365498637735,0,2907.95959756521,3953.64351755066,2591.59461855418,0,79.2092865854929,46.4382059347593,154.940002565098,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4491",348000,1020000,0,0,3351.94922977749,0,0,0,5057.50478100268,805.195530195569,0,9080.89927524435,3914.92798741621,122.996720314709,81.7599885212923,2.76284692224768,2063.26812189922,372.444075524521,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4492",356000,1020000,0,768.046942342868,4954.15521900601,14.3528634706959,74.2224567820134,0,13478.9078439642,108.636552884689,0,937.211290779199,14439.8268067636,158.421308191336,145.910209291272,364.070483871533,214.962420411457,173.712339703864,0,0,0,0,0,0,0,72.6614265892106,0,0,0,0,0
"V4493",364000,1020000,0,0,8895.74949866288,157.807099554357,4842.37300824149,0,5527.92858160736,105.704137282117,0,466.336906331209,5780.60443439135,0,142.579443911564,243.470474628148,204.281795579735,98.4472448124868,0,0,0,0,0,0,0,27.900532233521,0,0,0,0,0
"V4494",372000,1020000,0,149.740284295901,9284.02541663395,87.5276632063607,1284.19723879427,0,4027.55370750464,115.035730988216,0,370.190810487793,5002.44537988831,41.9784010626586,0,1042.44555318713,18830.4691356872,1401.37840151482,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4495",380000,1020000,0,0.956129433889841,4405.25595543811,294.867711772306,462.71580207559,0,1996.12047102185,91.5622410267729,895.325341752167,1230.94714614567,9283.10558270661,388.460552866722,0,1243.75209629801,1418.34288441297,171.593838861789,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4496",388000,1020000,0,0,4842.10355895772,105.698872142217,4476.91037550685,0,1125.8929103192,1643.87508662816,46.5796575608724,0,4414.10673374988,77.097417214178,11.1965639918098,1968.70473561903,256.576169235228,321.294168090584,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4497",396000,1020000,0,0,6984.77042852053,106.974092397075,2999.85220100185,0,1275.73839693571,724.832405912618,337.409411997625,75.8958301181367,3279.43542174999,20.2435884415977,27.446802359788,617.611285206605,481.996800080576,536.992986924525,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4498",404000,1020000,0,120.784852003956,10534.1064576923,1304.93663680151,8655.48682893573,0,2592.63123674806,656.002751828886,0,0,2636.24012389675,0,0,608.800918567378,824.235474002861,800.512220466817,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4499",412000,1020000,0,0,13777.4649036791,759.277324243474,9733.91450221378,0,4945.65710362736,303.344337772337,0,0,822.630480622405,0,4.7034257731362,1160.88475415978,590.5798302555,514.964724530452,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4500",420000,1020000,0,230.610366519586,11520.7246953591,1009.73741329725,15439.6784386593,0,2527.60396618098,1310.20927057054,0,0,597.650455394156,0,0,1614.93702756192,1603.31223313303,824.92761041817,0,0,0,0,81.1937706863409,0,0,0,0,0,0,0,0
"V4501",428000,1020000,0,26.3688737086194,8887.72692028807,1337.27524790172,5091.20654295204,0,3902.46474272136,2471.31107914616,164.984601120913,0,748.027475986959,0,123.780951462734,0,643.095445990594,333.826941563016,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4502",436000,1020000,0,2182.25461445483,13117.8808008283,2398.81963213737,12353.5688425298,0,1913.22379251105,1230.09569291709,1827.87236891895,0,333.885271476996,0,250.327894300792,3085.24276394504,0,1887.0325701426,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4503",444000,1020000,0,1847.40710398222,9380.31116457517,1236.79603398413,9791.46696101875,0,1365.7936534072,1034.48822213869,361.032112098699,0,5699.51742051381,0,0,1009.75638366919,0,328.441895309266,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4504",452000,1020000,0,1380.79416058579,8565.6988605577,2947.32308563958,5308.39519571233,0,1664.65489207932,45.4095097430311,471.883912856664,0,890.785022860669,0,218.147488214355,1743.34919651228,0,126.47223156851,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4505",460000,1020000,0,1038.26126165874,8140.58640323377,1059.54429177093,6541.91733469156,0,1916.43029111059,456.505697949196,552.847087558553,0,1709.319220145,0,63.5962909840128,3201.28694982594,465.915204894156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4506",468000,1020000,0,46.6137865329978,5851.69277823666,1167.4877067523,18650.8816356706,0,1554.17527849386,858.388190633241,163.180093745077,0,165.160387105984,0,177.940043989266,748.445804165865,166.487965304522,705.211555465288,0,0,0,0,0,37.4156037066542,0,0,0,0,0,0,0
"V4507",476000,1020000,0,220.247596845995,9820.22785633679,552.56355118153,12386.4590704607,0,887.079055232829,326.785121774015,711.066059632659,0,5704.67783389632,0,116.100723263353,357.999062231651,73.8216501740857,0,0,0,0,0,0,11.1541507401674,0,0,0,0,0,0,0
"V4508",484000,1020000,0,570.266170637628,4860.24791409089,327.515509555478,7389.13234556403,0,610.99394906425,491.310065956124,782.23255533618,0,9041.94840228115,0,0,1940.70007529138,0,29.9820483655686,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4509",492000,1020000,0,1209.53457887881,607.508892924422,0,112.187001041414,0,23.3283999519743,0,2.04244831883212,0,6642.34188692859,0,0,10658.6037472314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4510",5e+05,1020000,0,84.6338597581508,1495.03082324773,84.5077878785502,0,0,14.6310436793594,0,170.428528732722,0,8906.3958274409,1633.01187818061,0,993.169694765633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4511",508000,1020000,0,414.057080687091,1427.86257735406,213.367685103716,450.550152450471,0,562.500128714752,0,137.449315833312,20.4453246413853,11715.6379822853,512.332017941956,0,1291.9409777999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4512",516000,1020000,0,236.755382325937,2228.05786551541,0,1552.76387777275,0,1318.50132746075,0,0,0,1857.42791467525,4837.97025314575,40.0055689712822,2075.93972546552,115.946723177799,2113.65008383888,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4513",524000,1020000,0,362.346758495868,1720.0242407327,1464.47129364665,5117.4927943498,0,4365.0809741657,0,740.993068841661,0,1896.94154575073,1929.12945371669,0,3809.72983618703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4514",532000,1020000,0,1083.89824907234,2851.49157764916,242.43000277265,2105.86495124382,0,501.769208795684,0,836.789708070903,0,1710.16485305517,2333.82491837866,0,4085.22342166462,725.925407318673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4515",540000,1020000,0,970.25056886626,5283.58123458112,958.079886077195,403.227233518247,0,1394.96678793675,69.9306195844154,1732.57524833116,0,1404.4886646998,1540.56006287953,82.2047251396397,7984.24165044544,105.401795309841,0,0,0,0,0,0,136.655008468975,0,0,0,0,0,0,0
"V4516",548000,1020000,0,1301.1303411692,4154.00584823169,475.639607654452,677.039267208211,0,931.491044760249,0,1923.34816237035,0,1911.09618047634,1199.18317984799,0,4009.99937073138,717.826671182501,66.5160959534698,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4517",556000,1020000,0,475.10048392899,5966.40848659182,712.939846073346,10710.9964251372,0,2066.85910713741,0,1673.97957559738,0,99.5777783988269,206.027073883479,0,3635.34618474236,0,355.000315321889,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4518",564000,1020000,0,613.664037323637,11003.2459569161,987.211950295136,5961.16268900019,0,3288.48597548361,2932.0606845769,2712.0503643619,0,0,1647.28414917873,231.173254313463,1695.55062320096,0,882.756708224175,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4519",572000,1020000,0,999.193184785509,3577.89699623313,595.256845677525,6328.50834543935,0,4957.08584476082,188.314134669106,2631.1044373934,0,1053.08990519537,90.7672056378318,8.37583692797476,1176.5674030607,255.391760348021,46.6427872832468,0,0,0,0,0,0,0,0,0,0,0,0,0
