"","x","y","NonTree","Ashes","Birches","Tamarack","Pine","Fir","Elms","Maple","Cedar","Poplar","Basswood","Spruce","Oaks","Willow","Alder","Ironwoods","Walnuts","Hickory","Beech","Celtis","Cherries","Juniper","Rose.Trees","Sycamore","Hardwood.undif","Water","Hemlock","X.......","Cornus","Buckeye"
"V15458",212000,988000,0,0,0,0,0,0,0,0,0,37.9647854496464,0,0,4892.09884744376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15459",220000,988000,0,0,0,324.661064638766,0,0,0,0,0,0,0,0,9719.0811556862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15460",228000,988000,0,13.5215503812093,0,216.995870316655,0,0,7.46601314686407,0,0,7.73192306071052,0,0,6985.99312365896,0,0,7.46601314686407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15461",236000,988000,0,0,0,144.949391879643,0,0,0,0,0,0,0,0,3817.78840234195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15462",244000,988000,0,0,0,0,0,0,0,0,0,4.70036456426577,0,172.952169604431,5650.3142675004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15463",252000,988000,0,0,598.488772682009,1.68809439133376,0,0,0,0,0,662.276080396934,537.616858336398,0,3797.25180002419,0,0,0,0,0,0,0,0.359246714811161,0,0,0,0,0,0,0,0,0
"V15464",260000,988000,0,0,0,0,0,0,0,0,0,787.876125127781,0,0,827.8958696476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15465",268000,988000,0,10.6555533896017,0,0,0,0,16.7580172840415,0,0,8.46866603500901,0,0,79.7034366557874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15466",276000,988000,0,0,0,0,0,0,0,0,0,9360.52190560939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15467",284000,988000,0,0,0,0,1240.94717530333,0,457.961479341835,1061.44272473085,0,5714.29791044824,0,0,2679.31281746401,0,0,25.7691757630815,0,0,0,0,47.0272291740369,0,0,0,0,0,0,0,0,0
"V15468",292000,988000,0,281.851724028521,418.538361793048,0.0817413730507386,0,0,1460.06299437062,5430.97791952053,0,20334.2110200839,6321.94411270431,0,8819.26326061401,0,0,229.200096223783,0,0,0,0,11.6624653175089,0,0,0,0,0,0,0,0,0
"V15469",3e+05,988000,0,1469.27326052557,3409.50952871559,0,1030.97274036869,0,4092.38531552352,25239.6459760358,0,1.74139624961559,3409.48462882026,0,25869.294224007,0,0,23.3101165228145,0,239.698793189995,0,0,0,0,0,0,0,0,0,0,0,0
"V15470",308000,988000,0,278.886005516817,290.220592300815,0,6652.86847533513,0,1614.66589852764,3541.7601716093,0,297.070461446137,201.02489961318,0,13027.3120956976,0,0,265.788816821827,44.5144798283412,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15471",316000,988000,0,561.908157847924,166.065500001827,310.825530530236,7158.05017271427,0,292.089268237635,838.566763082861,0,98.0732447987038,915.841551078728,0,10426.1866252969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15472",324000,988000,0,84.5283490264082,481.813596463358,0,1486.50473964675,0,0,122.871338990256,0,111.19995321931,0,0,7233.0408644505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15473",332000,988000,0,0,49.6133027574747,20.8286758512576,743.11720029826,0,211.245275966561,454.719426044546,0,110.107174288646,0,0,3478.83234117582,0,0,34.8727181494757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15474",340000,988000,0,0,0,8.23210640820964,557.350217439401,0,8.89726444066675,24.3544956619384,0,509.679872653556,0,0,860.273879286607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15475",348000,988000,0,335.289862902375,0,3022.81892639204,225.853434656246,0,335.289862902375,2435.15730596021,0,2977.70737518386,433.048820895799,0,9330.27900806917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15476",356000,988000,0,380.958916359927,254.839907763655,108.48145132763,5608.59064912912,0,6040.03960196457,4022.16909686311,0,1448.97662253959,2090.11589544531,0,100139.496033683,0,0,60.1342808867151,0,85.815579000881,0,0,0,0,0,0,0,0,0,0,0,0
"V15477",364000,988000,0,257.872691770678,8655.62461857525,4307.74726160202,25076.3571138569,0,482.853718624582,8327.49497373148,0,1025.15882442941,1377.9148614637,0,10817.8671811947,0,0,116.382548694431,0,289.337882812136,0,0,0,0,0,0,0,0,0,0,0,0
"V15478",372000,988000,0,5373.56529956623,9364.44356763806,2429.55581854915,18885.5400607904,197.653837976542,1746.77283495772,13996.6482896993,2275.10215768601,5557.99680900053,3299.06188797299,1.97987351430075,4690.46897421514,0,0,883.646643253408,0,59.3005657529469,0,0,0,0,0,0,0,0,962.336661859667,0,0,0
"V15479",380000,988000,0,163.686661701127,32489.4246223367,2310.760017218,14979.3009421963,46.3716533806512,302.624114688681,1644.66884332673,122.199602069517,0,1942.13635007359,0,1012.68471230077,0,0,0,0,0,0,0,0,0,0,0,0,0,53288.9249408879,0,0,0
"V15480",388000,988000,0,1609.13157265735,18797.1151652136,2367.47368642856,6335.58230365338,240.687145229887,2189.73959216352,4918.93377784728,404.043251904091,453.329963850385,32.98095657995,0,837.21370499556,0,0,0,0,0,0,0,0,0,0,0,0,0,9630.56789846227,0,0,0
"V15481",396000,988000,0,562.141923666444,15865.0866301875,4084.3019176856,2770.27688211121,260.792372708812,1302.68234919509,2869.19642763845,0,0,597.922497968453,0,0,0,0,1148.86431910296,0,0,0,0,0,0,0,0,0,0,14375.0858261754,0,0,0
"V15482",404000,988000,0,4464.05570001197,51487.7315418555,3523.25260213568,5555.28758281625,394.881233797032,4013.3388196217,6392.36360042387,0,0,1050.13454949143,69.06934920326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25064.6363163997,0,0,0
"V15483",412000,988000,0,1180.34988991239,17807.4632446881,775.286595932437,19614.8523843951,3167.94075977109,5010.15362893033,1185.80911535603,14.0068952822805,0,4005.86229265646,212.039132515808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22479.2483491763,0,0,0
"V15484",420000,988000,0,6076.10336098659,6640.08451702749,1210.31476513102,1488.48326968554,42.4081242721126,434.806179645451,3421.98476624396,4916.93166913048,0,10729.5892621279,126.482645515945,0,0,0,0,0,0,0,0,0,0,0,0,257.955338335965,0,38115.733506601,0,0,0
"V15485",428000,988000,0,1421.33391378226,11794.3734147134,6759.72946195095,4669.72867980965,0,1777.40277968789,11739.9877772836,776.161130963906,0,67.2708787541019,112.396536698657,130.752658212016,0,0,0,655.383941260654,0,0,0,0,0,0,0,0,0,42763.8592750004,0,0,0
"V15486",436000,988000,0,1294.85004536899,21995.2518820638,2750.01264113784,20427.6147054141,184.026592277755,481.164793140054,548.168564405816,1820.66580661811,0,0,862.013700626023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51099.1594268325,0,0,0
"V15487",444000,988000,0,0,24326.2643891339,3965.84043246846,6712.20440908285,710.441215939648,0,7551.36327112062,1865.61494374988,0,134.318463396339,1189.49252799382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56687.3413625895,0,0,0
"V15488",452000,988000,0,208.906444614195,9610.49229182752,2280.31124289476,501.196942808891,1746.48533060331,0,1024.09254508373,5108.69888302862,0,562.104397415095,180.340634926625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39978.5234998597,0,0,0
"V15489",460000,988000,0,627.677738203791,20299.1194594168,3860.41025182565,7897.06027628522,3569.45487844639,1627.87695224038,3127.30787794454,599.762881475806,69.0762316471644,0,4093.20281524245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33161.687469621,0,0,0
"V15490",468000,988000,0,3768.72197113968,21188.1621466355,284.210168225029,6470.02919695338,108.336053634462,558.536773598118,10971.5920820409,4269.6975169532,0,3637.16280908025,1612.57623856117,578.280217294928,0,0,0,0,0,0,0,0,0,0,0,0,0,26850.9319988257,0,0,0
"V15491",476000,988000,0,2243.24284401367,14641.4760161405,611.22259830623,527.386415459113,1793.09527339949,3427.85998526648,3387.4853553109,167.712593133912,745.606193631923,0,241.603361511727,0,0,0,0,0,0,0,0,35.6286721007446,0,0,0,0,0,29321.1454864677,0,0,0
"V15492",484000,988000,0,680.778991379648,13806.4088000823,3289.79009813414,7293.37207500035,0,136.087033010867,4188.50132510146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36441.9371917034,0,0,0
"V15493",492000,988000,0,74.8678105706021,8669.51361293901,1265.4805402076,147.211546285728,2506.94585068534,0,3154.40997386529,1716.1746914865,257.637174120629,210.016605383623,102.11781942675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28543.7861144104,0,0,0
"V15494",5e+05,988000,0,1908.71370183705,19245.463806321,1438.21969392303,2996.51737310689,0,6.11407462078615,1723.11450603198,3071.65549956687,1301.95211981154,0,824.784779287597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44627.2664768119,0,0,0
"V15495",508000,988000,0,592.128839669324,27460.2917273238,957.790678983761,1356.78962156687,1369.58028571249,604.960227059268,10473.0349080547,0,0,202.507004580729,1596.30655772993,42.5863860500507,0,0,0,151.947373704755,0,0,0,0,0,0,0,0,0,21192.8315335,0,0,0
"V15496",516000,988000,0,0,48526.6984141696,1757.86097712845,323.641605236056,1220.58152622451,17008.0599742133,5369.74922198834,0,0,2273.98072374898,1826.55347455857,0,0,0,127.940813966717,0,0,0,0,0,0,0,0,0,0,12999.56174219,0,0,0
"V15497",524000,988000,0,80.7725991654547,20946.6105222814,4449.2166892686,0,4916.17579158631,984.970088989287,8342.01983022372,361.184750361749,0,967.292808828472,3417.04169893409,0,0,163.704238877487,259.23822686126,0,0,0,0,0.283257070710774,0,0,0,0,0,11576.1788403228,0,0,0
"V15498",532000,988000,0,0,7791.76354059253,3218.58971568482,0,1383.21489493608,440.423678072161,2793.15289331228,19519.278905453,0,2970.11340859306,166.876132411217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50613.9083343023,0,0,0
"V15499",540000,988000,0,0,30125.5929737541,5689.01425575458,9297.21951480364,277.895203720571,934.365600057279,9505.02682854456,966.740494149783,0,1575.85566579653,940.006675578968,1593.28274092249,0,0,2465.76462163315,0,0,0,0,0,0,0,0,0,0,33336.7932496883,0,0,0
"V15500",548000,988000,0,0,22520.9207005664,1072.01723315646,2274.41652770396,0,10657.8184690245,11859.9952804422,381.50736964139,0,4396.78669705026,542.925175975444,0,0,0,365.36448453858,0,0,0,0,0,0,0,0,0,0,24095.3134004139,0,0,0
"V15501",556000,988000,0,149.107275767734,32063.8750812642,0,279.58691772014,612.248030608333,1111.12960955756,17035.329767543,1728.59729771663,283.504349113618,614.097723810395,263.552972591229,0,0,0,220.868517888475,0,0,0,0,0,0,0,0,0,0,17780.6899304062,0,0,0
"V15502",564000,988000,0,0,18601.429493401,804.280039649459,96.2295583337911,1795.77315590745,1610.98358110317,8852.75958108597,9540.84538501387,0,2012.26580617392,960.12234497293,0,0,0,1449.3561188343,0,0,0,0,24.4449280075887,0,0,0,0,0,28941.047678328,0,0,0
"V15503",572000,988000,0,433.825527736894,9360.84709861717,3699.91785462078,901.066115372245,249.474827171468,3053.0237900659,40278.2797540988,18246.4483715267,0,2356.9500323838,587.224919085771,0,0,0,1137.84504299478,0,0,0,0,0,0,0,0,0,0,45147.2636267261,0,0,0
"V15504",580000,988000,0,0,15559.0217893731,1873.60382513011,4640.38381107126,234.519212439258,236.879027000544,16588.0082515263,12226.8756869412,0,499.616846471446,0,0,0,0,180.863678777368,0,0,2327.29807995582,0,0,0,0,0,0,0,53449.3129663822,0,0,0
"V15505",588000,988000,0,1225.33995078737,11106.0943831726,2907.48717612363,927.118099855832,252.94843970615,0,9441.93107030918,6443.32650405107,919.145114005261,0,1951.19755003229,0,0,0,0,0,0,11764.3779551247,0,0,0,0,0,0,0,40274.3347035119,0,0,0
"V15506",596000,988000,0,90.3295273291824,1146.97522377172,758.921838239662,22010.4839800357,0,196.153342002148,1804.42159161245,3151.42087651335,721.44897804381,0,22.2455625612348,1192.53163365703,0,0,0,0,0,1569.91701695658,0,0,0,0,0,0,0,11583.7363703047,0,0,0
"V15507",604000,988000,0,210.086649614812,751.883437577746,1233.21322291524,12908.5373022027,50.1167179169057,0,443.079818841768,1222.59069559736,3783.98814451863,0,281.492066722768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789.106067033641,0,0,0
"V15508",612000,988000,0,0,0,4350.40487332152,14912.4184978945,2237.62002887493,0,68.2639849162944,61.6159208424148,585.165842843673,0,175.85817362703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.4872712391,0,0,0
"V15509",620000,988000,0,75.725795126955,684.836878381588,1716.58500998707,37800.5604788522,0,0,694.542530996849,0,564.816380614428,0,0,578.304666742259,0,0,14.3153807419951,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15510",628000,988000,0,2668.64671816057,5979.57255329193,2845.14331822582,23336.675092246,408.144141190852,0,1769.09618813903,9124.19710923844,4542.24066892728,1528.41718257043,829.493994757769,2160.89245006887,0,0,0,0,0,1836.61877841992,0,0,0,0,0,0,0,2089.81398970938,0,0,0
"V15511",636000,988000,0,903.660214235684,1185.44993492927,6799.7526931509,21507.3165226711,568.744889676242,593.61476601912,1070.42175949322,4404.46418547334,2920.40557396464,65.5870214645958,0,2761.86646029938,0,0,0,0,130.473143719605,512.602882542449,0,0,0,0,0,0,0,1094.29266117069,0,0,0
"V15512",644000,988000,0,186.252345537542,1058.46625077969,2366.61044702186,39017.3361307298,0,361.613577490901,554.53669837047,10554.1137745121,3180.07133848822,874.723886537592,191.290683110769,753.346833559619,0,0,330.865477413031,0,172.594686912322,1084.24544360876,0,0,0,0,0,0,0,4047.24017198871,0,0,0
"V15513",652000,988000,0,1324.15537406143,663.25811631352,5716.9476852101,14445.8780831418,95.3675824563504,2210.42021207938,1034.4226498312,8127.13526820027,70.0610640972734,1910.72707558942,2003.09644116177,0,0,0,488.889738129684,0,0,1712.53467472598,0,0,0,0,0,0,0,7784.60175217677,0,0,0
"V15514",660000,988000,0,4243.0625812823,11309.7837156728,3888.11519498142,8850.7118626161,0,972.662573498846,3268.99359763262,14446.2443854435,0,346.368891041363,539.614997397853,0,0,0.912470614298174,0,0,0,4996.50393591278,0,0,0,0,0,0,0,6997.8221572804,0,0,0
"V15515",668000,988000,0,531.87141265649,2228.78003136429,7682.58832204232,0,0,0,15907.1168473545,13354.5118442419,273.88265457496,36.9503431741897,789.320586825277,0,0,0,0,0,0,4511.50785715677,0,0,0,0,0,0,0,19658.14780059,0,0,0
"V15516",676000,988000,0,1318.88660984747,11495.0258589762,14492.0719121022,0,0,0,155.020627382618,10795.3923191572,2650.93267787555,0,0,0,0,0,0,0,0,5096.34090992275,0,0,0,0,0,0,0,7699.60150569362,0,0,0
"V15517",684000,988000,0,0,1545.68781188081,0,0,0,0,0,3253.60216883814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15518",692000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15519",7e+05,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15520",708000,988000,0,0,2847.86487015908,0,7192.41632097857,0,0,17249.3162949275,0,0,0,0,0,0,0,8761.66216286928,0,0,7779.70159279846,0,0,0,0,0,0,0,0,0,0,0
"V15521",716000,988000,0,0,12773.479699518,273.839053536898,6961.0572686863,0,0,7382.65376545199,5943.35059372184,331.522275116079,3140.12815043018,1970.59694346089,9026.60914576068,0,0,1166.95551280087,0,0,24233.503849062,0,0,0,0,0,0,0,1803.02875087757,0,0,0
"V15522",724000,988000,0,0,0,0,0,0,0,5340.56107664992,0,0,0,0,2325.80088787143,0,0,0,0,0,16982.3422399246,0,0,0,0,0,0,0,0,0,0,0
"V15523",732000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15524",740000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15525",748000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15526",756000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15527",764000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15528",772000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15529",780000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15530",788000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15531",796000,988000,0,0,767.951625867855,0,0,0,0,71592.5879072831,3966.55563697328,0,0,0,0,0,0,0,0,0,9277.04256120784,0,0,0,0,0,0,0,0,0,0,0
"V15532",804000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15533",812000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15534",820000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15535",828000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15536",836000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15537",844000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15538",852000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15539",860000,988000,0,0,1269.07252630861,0,0,0,1779.64278478954,7862.38602723792,678.503271340758,11.0927368034952,0,0,22.3675333980314,0,0,0,0,0,18019.896608019,0,0,0,0,0,0,0,5734.19208447211,0,0,0
"V15540",868000,988000,0,43.962350550167,59158.3560784126,1051.30948455271,0,0,0,5647.527162879,950.755224239578,0,0,0,0,0,0,0,0,0,22409.1215847213,0,16.7629313101229,0,0,0,0,0,40649.6915806199,0,0,0
"V15541",876000,988000,0,0,255.222385326943,377.510248078796,1309.17854996042,0,321.459102929654,11497.9492704057,2619.15787059836,0,361.603762901728,0,0,0,0,0,0,0,27797.9442934396,0,0,0,0,0,0,0,2260.40926041347,0,0,0
"V15542",884000,988000,0,23811.4656940016,1193.94579531695,576.847864603391,0,0,31.5280888544291,23272.9204508024,4901.47044756412,713.943635805793,75.6135089355671,0,0,32.983377619294,0,0,0,0,15310.0010221426,0,20.8277022476037,0,0,0,0,0,7893.91350597718,0,0,0
"V15543",892000,988000,0,14673.1760956815,441.971851383614,1778.32282931429,27218.6896488227,0,0,14673.1760956815,5935.09901936582,587.537035580873,0,2466.29242246159,13352.0680705286,0,0,0,0,0,1130.04389989774,0,0,0,0,0,0,0,7989.02985034195,0,0,0
"V15544",9e+05,988000,0,1126.46278137578,1426.65951443823,3885.97662833545,18184.3602247888,0,313.182742300575,356.258818713522,6532.3818803403,1356.74026844707,313.182742300575,330.236452026762,147.588423128665,0,0,0,0,0,6930.2196448721,0,0,0,0,0,0,0,17125.5492937655,0,0,0
"V15545",908000,988000,0,0,5199.13921913599,516.959492574611,13641.8583947424,0,0,27507.2649576228,2981.19875633219,378.012345888836,0,450.348532734305,22.6407566797656,0,0,0,0,0,31358.0123945963,0,0,0,0,0,0,0,26043.811981727,0,0,0
"V15546",916000,988000,0,2372.37930499585,700.165557904849,3345.07663885726,11196.6504178008,0,0,806.359126295866,9985.38285030827,1608.35552924117,0,700.947409461426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3463.79573030379,0,0,0
"V15547",924000,988000,0,18994.8476144177,3886.7257758028,2900.78747124148,19203.9599089859,0,0,655.320494414493,7419.81858200364,1828.61638349815,0,145.162681734328,0,0,0,0,0,0,581.04235135,0,0,0,0,0,0,0,451.662710463188,0,0,0
"V15548",932000,988000,0,1655.45427726331,3315.50417268562,5685.97883465602,7426.10824010194,0,0,1256.24216930755,5527.57669381573,4308.8777119436,0,2772.64272305985,57.7179260166355,0,0,0,0,0,7690.74068006843,0,0,0,0,0,0,0,5842.32164963783,0,0,0
"V15549",940000,988000,0,0,814.379062102135,3597.18268189617,5870.85394441371,0,0,4240.29040722663,2403.79192889218,6923.99814642033,0,112.537287133203,81.7594557400787,0,0,0,0,0,1126.94074604552,0,0,0,0,0,0,0,3497.72721841545,0,0,0
"V15550",948000,988000,0,2395.45905379104,1593.6969060588,5003.4560083276,3056.59366258125,0,0,3601.63194828458,15517.9897095379,224.083983023799,0,112.466686468333,0,0,0,0,0,0,1689.03472168156,0,0,0,0,0,0,0,22031.6464126703,0,0,0
"V15551",956000,988000,0,0,0,0,41453.365744906,0,0,2642.20469200504,0,1800.56356130321,0,6124.69786864013,657.471857556765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V15552",964000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15553",972000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15554",980000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15555",988000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15556",996000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15557",1004000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15558",1012000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15559",1020000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15560",1028000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15561",1036000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15562",1044000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15563",1052000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15564",1060000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15565",1068000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15566",1076000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15567",1084000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15568",1092000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15569",1100000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15570",1108000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15571",1116000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15572",1124000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15573",1132000,988000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15574",-292000,980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15575",-284000,980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V15576",-276000,980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
